run_number,condition_id,replicate,pH,Temp_C,RPM,Inoculum_pct,Sugar_gL,BC_yield_gL
2224,742,1,4.5,25.0,200.0,12.5,30.0,5.053
2225,742,2,4.5,25.0,200.0,12.5,30.0,4.967
2226,742,3,4.5,25.0,200.0,12.5,30.0,5.341
2227,743,1,4.5,25.0,200.0,12.5,40.0,5.992
2228,743,2,4.5,25.0,200.0,12.5,40.0,6.112
2229,743,3,4.5,25.0,200.0,12.5,40.0,6.562
2230,744,1,4.5,25.0,200.0,12.5,50.0,6.353
2231,744,2,4.5,25.0,200.0,12.5,50.0,6.411
2232,744,3,4.5,25.0,200.0,12.5,50.0,5.973
2233,745,1,4.5,25.0,200.0,12.5,60.0,5.89
2234,745,2,4.5,25.0,200.0,12.5,60.0,6.693
2235,745,3,4.5,25.0,200.0,12.5,60.0,5.991
2236,746,1,4.5,25.0,200.0,15.0,20.0,3.758
2237,746,2,4.5,25.0,200.0,15.0,20.0,4.039
2238,746,3,4.5,25.0,200.0,15.0,20.0,4.025
2239,747,1,4.5,25.0,200.0,15.0,30.0,4.822
2240,747,2,4.5,25.0,200.0,15.0,30.0,4.99
2241,747,3,4.5,25.0,200.0,15.0,30.0,5.419
2242,748,1,4.5,25.0,200.0,15.0,40.0,5.524
2243,748,2,4.5,25.0,200.0,15.0,40.0,5.36
2244,748,3,4.5,25.0,200.0,15.0,40.0,6.014
2245,749,1,4.5,25.0,200.0,15.0,50.0,6.213
2246,749,2,4.5,25.0,200.0,15.0,50.0,5.901
2247,749,3,4.5,25.0,200.0,15.0,50.0,5.632
2248,750,1,4.5,25.0,200.0,15.0,60.0,5.842
2249,750,2,4.5,25.0,200.0,15.0,60.0,6.035
2250,750,3,4.5,25.0,200.0,15.0,60.0,6.376
2251,751,1,4.5,27.5,50.0,5.0,20.0,4.372
2252,751,2,4.5,27.5,50.0,5.0,20.0,4.639
2253,751,3,4.5,27.5,50.0,5.0,20.0,4.852
2254,752,1,4.5,27.5,50.0,5.0,30.0,4.721
2255,752,2,4.5,27.5,50.0,5.0,30.0,5.677
2256,752,3,4.5,27.5,50.0,5.0,30.0,5.056
2257,753,1,4.5,27.5,50.0,5.0,40.0,5.855
2258,753,2,4.5,27.5,50.0,5.0,40.0,5.832
2259,753,3,4.5,27.5,50.0,5.0,40.0,6.066
2260,754,1,4.5,27.5,50.0,5.0,50.0,5.942
2261,754,2,4.5,27.5,50.0,5.0,50.0,5.122
2262,754,3,4.5,27.5,50.0,5.0,50.0,5.568
2263,755,1,4.5,27.5,50.0,5.0,60.0,5.501
2264,755,2,4.5,27.5,50.0,5.0,60.0,5.408
2265,755,3,4.5,27.5,50.0,5.0,60.0,5.596
2266,756,1,4.5,27.5,50.0,7.5,20.0,5.584
2267,756,2,4.5,27.5,50.0,7.5,20.0,5.533
2268,756,3,4.5,27.5,50.0,7.5,20.0,5.303
2269,757,1,4.5,27.5,50.0,7.5,30.0,5.571
2270,757,2,4.5,27.5,50.0,7.5,30.0,5.96
2271,757,3,4.5,27.5,50.0,7.5,30.0,6.204
2272,758,1,4.5,27.5,50.0,7.5,40.0,6.157
2273,758,2,4.5,27.5,50.0,7.5,40.0,6.639
2274,758,3,4.5,27.5,50.0,7.5,40.0,6.717
2275,759,1,4.5,27.5,50.0,7.5,50.0,6.523
2276,759,2,4.5,27.5,50.0,7.5,50.0,5.63
2277,759,3,4.5,27.5,50.0,7.5,50.0,6.13
2278,760,1,4.5,27.5,50.0,7.5,60.0,6.691
2279,760,2,4.5,27.5,50.0,7.5,60.0,6.009
2280,760,3,4.5,27.5,50.0,7.5,60.0,5.607
2281,761,1,4.5,27.5,50.0,10.0,20.0,6.108
2282,761,2,4.5,27.5,50.0,10.0,20.0,5.766
2283,761,3,4.5,27.5,50.0,10.0,20.0,6.072
2284,762,1,4.5,27.5,50.0,10.0,30.0,6.565
2285,762,2,4.5,27.5,50.0,10.0,30.0,6.616
2286,762,3,4.5,27.5,50.0,10.0,30.0,6.589
2287,763,1,4.5,27.5,50.0,10.0,40.0,7.058
2288,763,2,4.5,27.5,50.0,10.0,40.0,7.5
2289,763,3,4.5,27.5,50.0,10.0,40.0,7.134
2290,764,1,4.5,27.5,50.0,10.0,50.0,6.445
2291,764,2,4.5,27.5,50.0,10.0,50.0,7.013
2292,764,3,4.5,27.5,50.0,10.0,50.0,7.207
2293,765,1,4.5,27.5,50.0,10.0,60.0,6.899
2294,765,2,4.5,27.5,50.0,10.0,60.0,6.443
2295,765,3,4.5,27.5,50.0,10.0,60.0,6.889
2296,766,1,4.5,27.5,50.0,12.5,20.0,6.122
2297,766,2,4.5,27.5,50.0,12.5,20.0,6.583
2298,766,3,4.5,27.5,50.0,12.5,20.0,5.652
2299,767,1,4.5,27.5,50.0,12.5,30.0,6.445
2300,767,2,4.5,27.5,50.0,12.5,30.0,6.502
2301,767,3,4.5,27.5,50.0,12.5,30.0,6.45
2302,768,1,4.5,27.5,50.0,12.5,40.0,6.713
2303,768,2,4.5,27.5,50.0,12.5,40.0,6.189
2304,768,3,4.5,27.5,50.0,12.5,40.0,6.841
2305,769,1,4.5,27.5,50.0,12.5,50.0,7.091
2306,769,2,4.5,27.5,50.0,12.5,50.0,6.849
2307,769,3,4.5,27.5,50.0,12.5,50.0,7.529
2308,770,1,4.5,27.5,50.0,12.5,60.0,6.666
2309,770,2,4.5,27.5,50.0,12.5,60.0,7.024
2310,770,3,4.5,27.5,50.0,12.5,60.0,6.736
2311,771,1,4.5,27.5,50.0,15.0,20.0,5.894
2312,771,2,4.5,27.5,50.0,15.0,20.0,5.741
2313,771,3,4.5,27.5,50.0,15.0,20.0,6.046
2314,772,1,4.5,27.5,50.0,15.0,30.0,6.403
2315,772,2,4.5,27.5,50.0,15.0,30.0,6.526
2316,772,3,4.5,27.5,50.0,15.0,30.0,6.49
2317,773,1,4.5,27.5,50.0,15.0,40.0,6.682
2318,773,2,4.5,27.5,50.0,15.0,40.0,6.876
2319,773,3,4.5,27.5,50.0,15.0,40.0,7.388
2320,774,1,4.5,27.5,50.0,15.0,50.0,6.712
2321,774,2,4.5,27.5,50.0,15.0,50.0,6.905
2322,774,3,4.5,27.5,50.0,15.0,50.0,7.14
2323,775,1,4.5,27.5,50.0,15.0,60.0,6.782
2324,775,2,4.5,27.5,50.0,15.0,60.0,6.466
2325,775,3,4.5,27.5,50.0,15.0,60.0,5.795
2326,776,1,4.5,27.5,87.5,5.0,20.0,4.882
2327,776,2,4.5,27.5,87.5,5.0,20.0,4.116
2328,776,3,4.5,27.5,87.5,5.0,20.0,5.149
2329,777,1,4.5,27.5,87.5,5.0,30.0,5.585
2330,777,2,4.5,27.5,87.5,5.0,30.0,5.817
2331,777,3,4.5,27.5,87.5,5.0,30.0,5.285
2332,778,1,4.5,27.5,87.5,5.0,40.0,5.553
2333,778,2,4.5,27.5,87.5,5.0,40.0,6.061
2334,778,3,4.5,27.5,87.5,5.0,40.0,5.978
2335,779,1,4.5,27.5,87.5,5.0,50.0,5.95
2336,779,2,4.5,27.5,87.5,5.0,50.0,6.111
2337,779,3,4.5,27.5,87.5,5.0,50.0,6.862
2338,780,1,4.5,27.5,87.5,5.0,60.0,6.071
2339,780,2,4.5,27.5,87.5,5.0,60.0,6.131
2340,780,3,4.5,27.5,87.5,5.0,60.0,6.074
2341,781,1,4.5,27.5,87.5,7.5,20.0,5.852
2342,781,2,4.5,27.5,87.5,7.5,20.0,5.384
2343,781,3,4.5,27.5,87.5,7.5,20.0,4.862
2344,782,1,4.5,27.5,87.5,7.5,30.0,6.185
2345,782,2,4.5,27.5,87.5,7.5,30.0,6.465
2346,782,3,4.5,27.5,87.5,7.5,30.0,5.966
2347,783,1,4.5,27.5,87.5,7.5,40.0,6.638
2348,783,2,4.5,27.5,87.5,7.5,40.0,6.494
2349,783,3,4.5,27.5,87.5,7.5,40.0,7.108
2350,784,1,4.5,27.5,87.5,7.5,50.0,6.997
2351,784,2,4.5,27.5,87.5,7.5,50.0,6.97
2352,784,3,4.5,27.5,87.5,7.5,50.0,6.962
2353,785,1,4.5,27.5,87.5,7.5,60.0,6.527
2354,785,2,4.5,27.5,87.5,7.5,60.0,6.593
2355,785,3,4.5,27.5,87.5,7.5,60.0,6.206
2356,786,1,4.5,27.5,87.5,10.0,20.0,5.225
2357,786,2,4.5,27.5,87.5,10.0,20.0,5.88
2358,786,3,4.5,27.5,87.5,10.0,20.0,5.928
2359,787,1,4.5,27.5,87.5,10.0,30.0,6.976
2360,787,2,4.5,27.5,87.5,10.0,30.0,7.077
2361,787,3,4.5,27.5,87.5,10.0,30.0,7.077
2362,788,1,4.5,27.5,87.5,10.0,40.0,6.808
2363,788,2,4.5,27.5,87.5,10.0,40.0,6.989
2364,788,3,4.5,27.5,87.5,10.0,40.0,7.222
2365,789,1,4.5,27.5,87.5,10.0,50.0,7.896
2366,789,2,4.5,27.5,87.5,10.0,50.0,7.602
2367,789,3,4.5,27.5,87.5,10.0,50.0,7.501
2368,790,1,4.5,27.5,87.5,10.0,60.0,6.829
2369,790,2,4.5,27.5,87.5,10.0,60.0,6.69
2370,790,3,4.5,27.5,87.5,10.0,60.0,7.158
2371,791,1,4.5,27.5,87.5,12.5,20.0,5.629
2372,791,2,4.5,27.5,87.5,12.5,20.0,5.871
2373,791,3,4.5,27.5,87.5,12.5,20.0,5.905
2374,792,1,4.5,27.5,87.5,12.5,30.0,7.184
2375,792,2,4.5,27.5,87.5,12.5,30.0,6.638
2376,792,3,4.5,27.5,87.5,12.5,30.0,6.055
2377,793,1,4.5,27.5,87.5,12.5,40.0,7.329
2378,793,2,4.5,27.5,87.5,12.5,40.0,6.992
2379,793,3,4.5,27.5,87.5,12.5,40.0,7.199
2380,794,1,4.5,27.5,87.5,12.5,50.0,7.263
2381,794,2,4.5,27.5,87.5,12.5,50.0,7.211
2382,794,3,4.5,27.5,87.5,12.5,50.0,7.509
2383,795,1,4.5,27.5,87.5,12.5,60.0,6.608
2384,795,2,4.5,27.5,87.5,12.5,60.0,6.893
2385,795,3,4.5,27.5,87.5,12.5,60.0,7.229
2386,796,1,4.5,27.5,87.5,15.0,20.0,5.566
2387,796,2,4.5,27.5,87.5,15.0,20.0,5.287
2388,796,3,4.5,27.5,87.5,15.0,20.0,5.925
2389,797,1,4.5,27.5,87.5,15.0,30.0,6.852
2390,797,2,4.5,27.5,87.5,15.0,30.0,6.525
2391,797,3,4.5,27.5,87.5,15.0,30.0,5.988
2392,798,1,4.5,27.5,87.5,15.0,40.0,7.185
2393,798,2,4.5,27.5,87.5,15.0,40.0,6.523
2394,798,3,4.5,27.5,87.5,15.0,40.0,7.074
2395,799,1,4.5,27.5,87.5,15.0,50.0,6.839
2396,799,2,4.5,27.5,87.5,15.0,50.0,6.763
2397,799,3,4.5,27.5,87.5,15.0,50.0,6.964
2398,800,1,4.5,27.5,87.5,15.0,60.0,6.786
2399,800,2,4.5,27.5,87.5,15.0,60.0,6.657
2400,800,3,4.5,27.5,87.5,15.0,60.0,7.002
2401,801,1,4.5,27.5,125.0,5.0,20.0,4.438
2402,801,2,4.5,27.5,125.0,5.0,20.0,4.837
2403,801,3,4.5,27.5,125.0,5.0,20.0,4.641
2404,802,1,4.5,27.5,125.0,5.0,30.0,5.242
2405,802,2,4.5,27.5,125.0,5.0,30.0,5.195
2406,802,3,4.5,27.5,125.0,5.0,30.0,4.976
2407,803,1,4.5,27.5,125.0,5.0,40.0,6.044
2408,803,2,4.5,27.5,125.0,5.0,40.0,5.863
2409,803,3,4.5,27.5,125.0,5.0,40.0,5.298
2410,804,1,4.5,27.5,125.0,5.0,50.0,5.987
2411,804,2,4.5,27.5,125.0,5.0,50.0,5.885
2412,804,3,4.5,27.5,125.0,5.0,50.0,6.579
2413,805,1,4.5,27.5,125.0,5.0,60.0,5.486
2414,805,2,4.5,27.5,125.0,5.0,60.0,5.559
2415,805,3,4.5,27.5,125.0,5.0,60.0,6.273
2416,806,1,4.5,27.5,125.0,7.5,20.0,5.642
2417,806,2,4.5,27.5,125.0,7.5,20.0,5.054
2418,806,3,4.5,27.5,125.0,7.5,20.0,5.086
2419,807,1,4.5,27.5,125.0,7.5,30.0,6.31
2420,807,2,4.5,27.5,125.0,7.5,30.0,5.486
2421,807,3,4.5,27.5,125.0,7.5,30.0,5.616
2422,808,1,4.5,27.5,125.0,7.5,40.0,6.584
2423,808,2,4.5,27.5,125.0,7.5,40.0,7.096
2424,808,3,4.5,27.5,125.0,7.5,40.0,6.54
2425,809,1,4.5,27.5,125.0,7.5,50.0,6.866
2426,809,2,4.5,27.5,125.0,7.5,50.0,7.155
2427,809,3,4.5,27.5,125.0,7.5,50.0,7.427
2428,810,1,4.5,27.5,125.0,7.5,60.0,6.501
2429,810,2,4.5,27.5,125.0,7.5,60.0,6.658
2430,810,3,4.5,27.5,125.0,7.5,60.0,7.173
2431,811,1,4.5,27.5,125.0,10.0,20.0,5.236
2432,811,2,4.5,27.5,125.0,10.0,20.0,5.95
2433,811,3,4.5,27.5,125.0,10.0,20.0,5.377
2434,812,1,4.5,27.5,125.0,10.0,30.0,6.566
2435,812,2,4.5,27.5,125.0,10.0,30.0,6.47
2436,812,3,4.5,27.5,125.0,10.0,30.0,6.269
2437,813,1,4.5,27.5,125.0,10.0,40.0,6.787
2438,813,2,4.5,27.5,125.0,10.0,40.0,7.14
2439,813,3,4.5,27.5,125.0,10.0,40.0,7.341
2440,814,1,4.5,27.5,125.0,10.0,50.0,7.201
2441,814,2,4.5,27.5,125.0,10.0,50.0,7.257
2442,814,3,4.5,27.5,125.0,10.0,50.0,7.397
2443,815,1,4.5,27.5,125.0,10.0,60.0,6.79
2444,815,2,4.5,27.5,125.0,10.0,60.0,7.27
2445,815,3,4.5,27.5,125.0,10.0,60.0,7.292
2446,816,1,4.5,27.5,125.0,12.5,20.0,6.492
2447,816,2,4.5,27.5,125.0,12.5,20.0,5.657
2448,816,3,4.5,27.5,125.0,12.5,20.0,5.634
2449,817,1,4.5,27.5,125.0,12.5,30.0,6.853
2450,817,2,4.5,27.5,125.0,12.5,30.0,6.867
2451,817,3,4.5,27.5,125.0,12.5,30.0,6.488
2452,818,1,4.5,27.5,125.0,12.5,40.0,7.05
2453,818,2,4.5,27.5,125.0,12.5,40.0,7.314
2454,818,3,4.5,27.5,125.0,12.5,40.0,6.931
2455,819,1,4.5,27.5,125.0,12.5,50.0,7.223
2456,819,2,4.5,27.5,125.0,12.5,50.0,7.363
2457,819,3,4.5,27.5,125.0,12.5,50.0,7.616
2458,820,1,4.5,27.5,125.0,12.5,60.0,6.993
2459,820,2,4.5,27.5,125.0,12.5,60.0,6.647
2460,820,3,4.5,27.5,125.0,12.5,60.0,6.626
2461,821,1,4.5,27.5,125.0,15.0,20.0,5.21
2462,821,2,4.5,27.5,125.0,15.0,20.0,5.195
2463,821,3,4.5,27.5,125.0,15.0,20.0,5.519
2464,822,1,4.5,27.5,125.0,15.0,30.0,6.105
2465,822,2,4.5,27.5,125.0,15.0,30.0,6.241
2466,822,3,4.5,27.5,125.0,15.0,30.0,6.221
2467,823,1,4.5,27.5,125.0,15.0,40.0,6.839
2468,823,2,4.5,27.5,125.0,15.0,40.0,7.333
2469,823,3,4.5,27.5,125.0,15.0,40.0,7.148
2470,824,1,4.5,27.5,125.0,15.0,50.0,7.142
2471,824,2,4.5,27.5,125.0,15.0,50.0,7.008
2472,824,3,4.5,27.5,125.0,15.0,50.0,7.016
2473,825,1,4.5,27.5,125.0,15.0,60.0,7.054
2474,825,2,4.5,27.5,125.0,15.0,60.0,7.126
2475,825,3,4.5,27.5,125.0,15.0,60.0,6.708
2476,826,1,4.5,27.5,162.5,5.0,20.0,4.148
2477,826,2,4.5,27.5,162.5,5.0,20.0,3.569
2478,826,3,4.5,27.5,162.5,5.0,20.0,4.197
2479,827,1,4.5,27.5,162.5,5.0,30.0,5.301
2480,827,2,4.5,27.5,162.5,5.0,30.0,5.009
2481,827,3,4.5,27.5,162.5,5.0,30.0,5.596
2482,828,1,4.5,27.5,162.5,5.0,40.0,5.441
2483,828,2,4.5,27.5,162.5,5.0,40.0,5.748
2484,828,3,4.5,27.5,162.5,5.0,40.0,5.677
2485,829,1,4.5,27.5,162.5,5.0,50.0,5.909
2486,829,2,4.5,27.5,162.5,5.0,50.0,5.905
2487,829,3,4.5,27.5,162.5,5.0,50.0,5.967
2488,830,1,4.5,27.5,162.5,5.0,60.0,6.075
2489,830,2,4.5,27.5,162.5,5.0,60.0,6.223
2490,830,3,4.5,27.5,162.5,5.0,60.0,5.837
2491,831,1,4.5,27.5,162.5,7.5,20.0,5.066
2492,831,2,4.5,27.5,162.5,7.5,20.0,4.641
2493,831,3,4.5,27.5,162.5,7.5,20.0,5.052
2494,832,1,4.5,27.5,162.5,7.5,30.0,5.574
2495,832,2,4.5,27.5,162.5,7.5,30.0,6.093
2496,832,3,4.5,27.5,162.5,7.5,30.0,6.406
2497,833,1,4.5,27.5,162.5,7.5,40.0,6.353
2498,833,2,4.5,27.5,162.5,7.5,40.0,5.774
2499,833,3,4.5,27.5,162.5,7.5,40.0,6.234
2500,834,1,4.5,27.5,162.5,7.5,50.0,6.982
2501,834,2,4.5,27.5,162.5,7.5,50.0,6.792
2502,834,3,4.5,27.5,162.5,7.5,50.0,6.707
2503,835,1,4.5,27.5,162.5,7.5,60.0,6.82
2504,835,2,4.5,27.5,162.5,7.5,60.0,6.673
2505,835,3,4.5,27.5,162.5,7.5,60.0,6.878
2506,836,1,4.5,27.5,162.5,10.0,20.0,5.495
2507,836,2,4.5,27.5,162.5,10.0,20.0,5.664
2508,836,3,4.5,27.5,162.5,10.0,20.0,5.338
2509,837,1,4.5,27.5,162.5,10.0,30.0,6.441
2510,837,2,4.5,27.5,162.5,10.0,30.0,6.102
2511,837,3,4.5,27.5,162.5,10.0,30.0,6.019
2512,838,1,4.5,27.5,162.5,10.0,40.0,7.265
2513,838,2,4.5,27.5,162.5,10.0,40.0,6.848
2514,838,3,4.5,27.5,162.5,10.0,40.0,7.013
2515,839,1,4.5,27.5,162.5,10.0,50.0,7.072
2516,839,2,4.5,27.5,162.5,10.0,50.0,6.873
2517,839,3,4.5,27.5,162.5,10.0,50.0,7.041
2518,840,1,4.5,27.5,162.5,10.0,60.0,7.34
2519,840,2,4.5,27.5,162.5,10.0,60.0,7.093
2520,840,3,4.5,27.5,162.5,10.0,60.0,6.458
2521,841,1,4.5,27.5,162.5,12.5,20.0,5.277
2522,841,2,4.5,27.5,162.5,12.5,20.0,5.837
2523,841,3,4.5,27.5,162.5,12.5,20.0,5.278
2524,842,1,4.5,27.5,162.5,12.5,30.0,5.783
2525,842,2,4.5,27.5,162.5,12.5,30.0,6.818
2526,842,3,4.5,27.5,162.5,12.5,30.0,6.479
2527,843,1,4.5,27.5,162.5,12.5,40.0,6.868
2528,843,2,4.5,27.5,162.5,12.5,40.0,6.784
2529,843,3,4.5,27.5,162.5,12.5,40.0,7.191
2530,844,1,4.5,27.5,162.5,12.5,50.0,6.986
2531,844,2,4.5,27.5,162.5,12.5,50.0,7.459
2532,844,3,4.5,27.5,162.5,12.5,50.0,7.289
2533,845,1,4.5,27.5,162.5,12.5,60.0,7.106
2534,845,2,4.5,27.5,162.5,12.5,60.0,7.078
2535,845,3,4.5,27.5,162.5,12.5,60.0,6.989
2536,846,1,4.5,27.5,162.5,15.0,20.0,5.43
2537,846,2,4.5,27.5,162.5,15.0,20.0,4.895
2538,846,3,4.5,27.5,162.5,15.0,20.0,4.683
2539,847,1,4.5,27.5,162.5,15.0,30.0,6.26
2540,847,2,4.5,27.5,162.5,15.0,30.0,6.264
2541,847,3,4.5,27.5,162.5,15.0,30.0,6.222
2542,848,1,4.5,27.5,162.5,15.0,40.0,6.802
2543,848,2,4.5,27.5,162.5,15.0,40.0,6.598
2544,848,3,4.5,27.5,162.5,15.0,40.0,6.908
2545,849,1,4.5,27.5,162.5,15.0,50.0,6.925
2546,849,2,4.5,27.5,162.5,15.0,50.0,6.801
2547,849,3,4.5,27.5,162.5,15.0,50.0,6.85
2548,850,1,4.5,27.5,162.5,15.0,60.0,7.403
2549,850,2,4.5,27.5,162.5,15.0,60.0,6.352
2550,850,3,4.5,27.5,162.5,15.0,60.0,6.977
2551,851,1,4.5,27.5,200.0,5.0,20.0,2.992
2552,851,2,4.5,27.5,200.0,5.0,20.0,3.432
2553,851,3,4.5,27.5,200.0,5.0,20.0,3.341
2554,852,1,4.5,27.5,200.0,5.0,30.0,3.904
2555,852,2,4.5,27.5,200.0,5.0,30.0,4.596
2556,852,3,4.5,27.5,200.0,5.0,30.0,4.381
2557,853,1,4.5,27.5,200.0,5.0,40.0,4.575
2558,853,2,4.5,27.5,200.0,5.0,40.0,5.398
2559,853,3,4.5,27.5,200.0,5.0,40.0,5.564
2560,854,1,4.5,27.5,200.0,5.0,50.0,5.905
2561,854,2,4.5,27.5,200.0,5.0,50.0,5.588
2562,854,3,4.5,27.5,200.0,5.0,50.0,5.5
2563,855,1,4.5,27.5,200.0,5.0,60.0,5.834
2564,855,2,4.5,27.5,200.0,5.0,60.0,5.934
2565,855,3,4.5,27.5,200.0,5.0,60.0,5.78
2566,856,1,4.5,27.5,200.0,7.5,20.0,3.899
2567,856,2,4.5,27.5,200.0,7.5,20.0,4.219
2568,856,3,4.5,27.5,200.0,7.5,20.0,4.286
2569,857,1,4.5,27.5,200.0,7.5,30.0,4.681
2570,857,2,4.5,27.5,200.0,7.5,30.0,5.319
2571,857,3,4.5,27.5,200.0,7.5,30.0,5.824
2572,858,1,4.5,27.5,200.0,7.5,40.0,6.042
2573,858,2,4.5,27.5,200.0,7.5,40.0,6.275
2574,858,3,4.5,27.5,200.0,7.5,40.0,5.914
2575,859,1,4.5,27.5,200.0,7.5,50.0,6.167
2576,859,2,4.5,27.5,200.0,7.5,50.0,6.294
2577,859,3,4.5,27.5,200.0,7.5,50.0,5.959
2578,860,1,4.5,27.5,200.0,7.5,60.0,5.893
2579,860,2,4.5,27.5,200.0,7.5,60.0,6.517
2580,860,3,4.5,27.5,200.0,7.5,60.0,6.547
2581,861,1,4.5,27.5,200.0,10.0,20.0,4.285
2582,861,2,4.5,27.5,200.0,10.0,20.0,4.834
2583,861,3,4.5,27.5,200.0,10.0,20.0,4.538
2584,862,1,4.5,27.5,200.0,10.0,30.0,5.683
2585,862,2,4.5,27.5,200.0,10.0,30.0,5.716
2586,862,3,4.5,27.5,200.0,10.0,30.0,5.866
2587,863,1,4.5,27.5,200.0,10.0,40.0,6.286
2588,863,2,4.5,27.5,200.0,10.0,40.0,6.657
2589,863,3,4.5,27.5,200.0,10.0,40.0,6.349
2590,864,1,4.5,27.5,200.0,10.0,50.0,6.762
2591,864,2,4.5,27.5,200.0,10.0,50.0,6.354
2592,864,3,4.5,27.5,200.0,10.0,50.0,7.192
2593,865,1,4.5,27.5,200.0,10.0,60.0,6.694
2594,865,2,4.5,27.5,200.0,10.0,60.0,6.762
2595,865,3,4.5,27.5,200.0,10.0,60.0,6.112
2596,866,1,4.5,27.5,200.0,12.5,20.0,4.432
2597,866,2,4.5,27.5,200.0,12.5,20.0,5.009
2598,866,3,4.5,27.5,200.0,12.5,20.0,4.743
2599,867,1,4.5,27.5,200.0,12.5,30.0,5.152
2600,867,2,4.5,27.5,200.0,12.5,30.0,5.978
2601,867,3,4.5,27.5,200.0,12.5,30.0,5.535
2602,868,1,4.5,27.5,200.0,12.5,40.0,6.758
2603,868,2,4.5,27.5,200.0,12.5,40.0,6.338
2604,868,3,4.5,27.5,200.0,12.5,40.0,6.42
2605,869,1,4.5,27.5,200.0,12.5,50.0,7.018
2606,869,2,4.5,27.5,200.0,12.5,50.0,6.436
2607,869,3,4.5,27.5,200.0,12.5,50.0,6.41
2608,870,1,4.5,27.5,200.0,12.5,60.0,6.607
2609,870,2,4.5,27.5,200.0,12.5,60.0,6.894
2610,870,3,4.5,27.5,200.0,12.5,60.0,6.29
2611,871,1,4.5,27.5,200.0,15.0,20.0,3.995
2612,871,2,4.5,27.5,200.0,15.0,20.0,4.693
2613,871,3,4.5,27.5,200.0,15.0,20.0,4.294
2614,872,1,4.5,27.5,200.0,15.0,30.0,5.378
2615,872,2,4.5,27.5,200.0,15.0,30.0,4.968
2616,872,3,4.5,27.5,200.0,15.0,30.0,5.297
2617,873,1,4.5,27.5,200.0,15.0,40.0,6.16
2618,873,2,4.5,27.5,200.0,15.0,40.0,6.423
2619,873,3,4.5,27.5,200.0,15.0,40.0,5.947
2620,874,1,4.5,27.5,200.0,15.0,50.0,6.952
2621,874,2,4.5,27.5,200.0,15.0,50.0,6.296
2622,874,3,4.5,27.5,200.0,15.0,50.0,6.296
2623,875,1,4.5,27.5,200.0,15.0,60.0,6.893
2624,875,2,4.5,27.5,200.0,15.0,60.0,6.522
2625,875,3,4.5,27.5,200.0,15.0,60.0,6.308
2626,876,1,4.5,30.0,50.0,5.0,20.0,4.632
2627,876,2,4.5,30.0,50.0,5.0,20.0,5.054
2628,876,3,4.5,30.0,50.0,5.0,20.0,5.086
2629,877,1,4.5,30.0,50.0,5.0,30.0,5.171
2630,877,2,4.5,30.0,50.0,5.0,30.0,5.388
2631,877,3,4.5,30.0,50.0,5.0,30.0,5.425
2632,878,1,4.5,30.0,50.0,5.0,40.0,5.499
2633,878,2,4.5,30.0,50.0,5.0,40.0,5.759
2634,878,3,4.5,30.0,50.0,5.0,40.0,5.776
2635,879,1,4.5,30.0,50.0,5.0,50.0,6.119
2636,879,2,4.5,30.0,50.0,5.0,50.0,6.138
2637,879,3,4.5,30.0,50.0,5.0,50.0,5.708
2638,880,1,4.5,30.0,50.0,5.0,60.0,5.415
2639,880,2,4.5,30.0,50.0,5.0,60.0,5.661
2640,880,3,4.5,30.0,50.0,5.0,60.0,5.311
2641,881,1,4.5,30.0,50.0,7.5,20.0,5.54
2642,881,2,4.5,30.0,50.0,7.5,20.0,5.35
2643,881,3,4.5,30.0,50.0,7.5,20.0,5.104
2644,882,1,4.5,30.0,50.0,7.5,30.0,5.832
2645,882,2,4.5,30.0,50.0,7.5,30.0,6.505
2646,882,3,4.5,30.0,50.0,7.5,30.0,6.056
2647,883,1,4.5,30.0,50.0,7.5,40.0,6.934
2648,883,2,4.5,30.0,50.0,7.5,40.0,6.331
2649,883,3,4.5,30.0,50.0,7.5,40.0,6.557
2650,884,1,4.5,30.0,50.0,7.5,50.0,7.17
2651,884,2,4.5,30.0,50.0,7.5,50.0,6.204
2652,884,3,4.5,30.0,50.0,7.5,50.0,5.969
2653,885,1,4.5,30.0,50.0,7.5,60.0,6.535
2654,885,2,4.5,30.0,50.0,7.5,60.0,5.943
2655,885,3,4.5,30.0,50.0,7.5,60.0,6.169
2656,886,1,4.5,30.0,50.0,10.0,20.0,5.611
2657,886,2,4.5,30.0,50.0,10.0,20.0,5.85
2658,886,3,4.5,30.0,50.0,10.0,20.0,5.509
2659,887,1,4.5,30.0,50.0,10.0,30.0,6.45
2660,887,2,4.5,30.0,50.0,10.0,30.0,6.626
2661,887,3,4.5,30.0,50.0,10.0,30.0,6.218
2662,888,1,4.5,30.0,50.0,10.0,40.0,6.679
2663,888,2,4.5,30.0,50.0,10.0,40.0,6.778
2664,888,3,4.5,30.0,50.0,10.0,40.0,6.475
2665,889,1,4.5,30.0,50.0,10.0,50.0,6.782
2666,889,2,4.5,30.0,50.0,10.0,50.0,6.933
2667,889,3,4.5,30.0,50.0,10.0,50.0,6.788
2668,890,1,4.5,30.0,50.0,10.0,60.0,6.499
2669,890,2,4.5,30.0,50.0,10.0,60.0,6.569
2670,890,3,4.5,30.0,50.0,10.0,60.0,6.391
2671,891,1,4.5,30.0,50.0,12.5,20.0,6.068
2672,891,2,4.5,30.0,50.0,12.5,20.0,6.277
